idinmueble,cct1,cct2,cct3,cct4,inmueble,principal,alcaldia,coord_x,coord_y,matricula_siieweb,matricula_911,matricula_base_2024_2025,fuente_matricula_base,nivel_proyeccion,participacion_grupo,tasa_ajustada_pct,estado_proyeccion,CVEGEO_AGEB,CVE_MUN,CVE_AGEB,mat_2024_2025,mat_2035_2036,crecimiento_2024_2025_a_2025_2026_pct,crecimiento_2025_2026_a_2026_2027_pct,crecimiento_2026_2027_a_2027_2028_pct,crecimiento_2027_2028_a_2028_2029_pct,crecimiento_2028_2029_a_2029_2030_pct,crecimiento_2029_2030_a_2030_2031_pct,crecimiento_2030_2031_a_2031_2032_pct,crecimiento_2031_2032_a_2032_2033_pct,crecimiento_2032_2033_a_2033_2034_pct,crecimiento_2033_2034_a_2034_2035_pct,crecimiento_2034_2035_a_2035_2036_pct,cambio_absoluto_2024_2025_a_2035_2036,crecimiento_acumulado_2024_2025_a_2035_2036_pct,tasa_media_anual_pct,tendencia_general,observaciones
800461,09DTV0122Y,,,,TELESECUNDARIA 122,Secundaria,Benito Juárez,-99.166004,19.370621,84,66,84,SIIEWEB,Secundaria,0.01062618595825427,-3.2668,OK,0901400010810,014,0810,157,109,-3.1847,-3.2895,-3.4014,-2.8169,-3.6232,-3.0075,-3.1008,-3.2,-3.3058,-3.4188,-3.5398,-48.0,-30.5732,-3.2628,Disminución,Diferencia entre SIIEWeb (84) y Estadística 911 (66); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800462,09DTV0032F,09DSN0013T,,,TELESECUNDARIA 32,Secundaria,Benito Juárez,-99.142637,19.369062,89,96,96,911,Secundaria,0.012144212523719165,-3.2668,OK,0901400010774,014,0774,180,125,-3.3333,-3.4483,-2.9762,-3.681,-3.1847,-3.2895,-2.7211,-3.4965,-3.6232,-3.0075,-3.1008,-55.0,-30.5556,-3.2606,Disminución,Diferencia entre SIIEWeb (89) y Estadística 911 (96); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800463,09DJN0006S,,,,TLACOQUEMECATL,Preescolar,Benito Juárez,-99.150983,19.394239,111,109,111,SIIEWEB,Preescolar,0.05096418732782369,-4.7214,OK,0901400010083,014,0083,383,225,-4.6997,-4.6575,-4.5977,-4.8193,-4.7468,-4.6512,-4.878,-4.7619,-4.6154,-4.8387,-4.661,-158.0,-41.2533,-4.7207,Disminución,Diferencia entre SIIEWeb (111) y Estadística 911 (109); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800464,09DPR1127A,,,,TLACOQUEMECATL,Primaria,Benito Juárez,-99.173984,19.376594,222,254,254,911,Primaria,0.022563738118504043,-3.2193,OK,0901400010721,014,0721,536,374,-3.1716,-3.2755,-3.1873,-3.2922,-3.1915,-3.0769,-3.4014,-3.0516,-3.3898,-3.0075,-3.3592,-162.0,-30.2239,-3.2187,Disminución,Diferencia entre SIIEWeb (222) y Estadística 911 (254); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800465,09DES0008Z,09DES4008A,,,TOMÁS GARRIGUE MASARYK,Secundaria,Benito Juárez,-99.187077,19.390651,806,809,809,911,Secundaria,0.10234029095509171,-3.2668,OK,0901400010346,014,0346,1517,1052,-3.296,-3.272,-3.2417,-3.2775,-3.3133,-3.1931,-3.2985,-3.3278,-3.1842,-3.2889,-3.3088,-465.0,-30.6526,-3.2729,Disminución,Diferencia entre SIIEWeb (806) y Estadística 911 (809); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800466,09DPR1876C,,,,VALENTÍN GOMEZ FARIAS,Primaria,Benito Juárez,-99.185549,19.374924,183,222,222,911,Primaria,0.019721062450031093,-3.2193,OK,0901400010793,014,0793,469,327,-3.1983,-3.304,-3.1891,-3.2941,-3.163,-3.2663,-3.1169,-3.2172,-3.3241,-3.1519,-3.2544,-142.0,-30.2772,-3.2254,Disminución,Diferencia entre SIIEWeb (183) y Estadística 911 (222); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
917621,09FTM0002B,,,,TALLER ESCUELA DE TEATRO Y LITERATURA INFANTIL MIXCOAC (TETLI),Preescolar,BENITO JUÁREZ,,,0,0,0,Iguales,Preescolar,0.0,-4.7214,OK,,,,0,0,,,,,,,,,,,,0.0,,,Sin base para calcular,Sin asociación a AGEB por coordenadas faltantes o fuera de polígono. Coordenadas incompletas. Matrícula base igual a cero; los porcentajes de crecimiento no son calculables. Proyección constante en todo el horizonte. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800468,09DPR1172N,09DBN0025Y,,,CARLOS A. CARRILLO,Primaria,Benito Juárez,-99.142379,19.368314,242,246,246,911,Primaria,0.021853069201385803,-3.2193,OK,0901400010774,014,0774,519,362,-3.0829,-3.3797,-3.0864,-3.1847,-3.2895,-3.1746,-3.2787,-3.1477,-3.25,-3.3592,-3.2086,-157.0,-30.2505,-3.222,Disminución,Diferencia entre SIIEWeb (242) y Estadística 911 (246); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800469,09DML0075N,,,,CENTRO DE ATENCIÓN MÚLTIPLE No. 76,Especial - CAM,Miguel Hidalgo,-99.185255,19.39733,125,117,125,SIIEWEB,Especial,0.08383635144198524,1.7831,OK,0901600011156,016,1156,241,293,1.6598,2.0408,1.6,1.9685,1.5444,1.9011,1.8657,1.8315,1.7986,1.7668,1.7361,52.0,21.5768,1.792,Crecimiento,Diferencia entre SIIEWeb (125) y Estadística 911 (117); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
700025,09FLD0001M,,,,CANICA,Preescolar,BENITO JUAREZ,,,,,,,Preescolar,0.0,-4.7214,SIN REGISTRO DE MATRÍCULA,,,,0,0,,,,,,,,,,,,0.0,,,Sin base para calcular,Sin asociación a AGEB por coordenadas faltantes o fuera de polígono. Coordenadas incompletas. Matrícula base igual a cero; los porcentajes de crecimiento no son calculables. Proyección constante en todo el horizonte. Estado de proyección: SIN REGISTRO DE MATRÍCULA. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800472,09DES0197I,09DES4197J,,,CANADÁ,Secundaria,Benito Juárez,-99.178032,19.394194,706,677,706,SIIEWEB,Secundaria,0.08931056293485136,-3.2668,OK,0901400010204,014,0204,1323,918,-3.2502,-3.2812,-3.231,-3.2554,-3.2787,-3.3006,-3.2288,-3.3365,-3.2544,-3.262,-3.2666,-405.0,-30.6122,-3.2678,Disminución,Diferencia entre SIIEWeb (706) y Estadística 911 (677); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800473,09DML0107P,,,,CENTRO DE ATENCIÓN MÚLTIPLE No. 88,Especial - CAM,Benito Juárez,-99.151203,19.380749,158,160,160,911,Especial,0.38095238095238093,2.4301,OK,0901400010469,014,0469,707,921,2.4045,2.4862,2.4259,2.3684,2.4422,2.5094,2.448,2.3895,2.4504,2.3918,2.4472,214.0,30.2687,2.433,Crecimiento,Diferencia entre SIIEWeb (158) y Estadística 911 (160); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800474,09DJN0474L,,,,LAS ROSAS,Preescolar,Benito Juárez,-99.148277,19.382396,103,108,108,911,Preescolar,0.049586776859504134,-4.7214,OK,0901400010469,014,0469,373,219,-4.8257,-4.507,-4.7198,-4.9536,-4.5603,-4.7782,-4.6595,-4.8872,-4.7431,-4.5643,-4.7826,-154.0,-41.2869,-4.7257,Disminución,Diferencia entre SIIEWeb (103) y Estadística 911 (108); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800475,09DES0051O,,,,PROFESOR CARLOS BENÍTEZ DELORME,Secundaria,Benito Juárez,-99.142914,19.387203,544,517,544,SIIEWEB,Secundaria,0.06881720430107527,-3.2668,OK,0901400010295,014,0295,1020,708,-3.2353,-3.3435,-3.2495,-3.2503,-3.2475,-3.2407,-3.3493,-3.2178,-3.3248,-3.1746,-3.2787,-312.0,-30.5882,-3.2647,Disminución,Diferencia entre SIIEWeb (544) y Estadística 911 (517); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800476,09DJN0810X,,,,TENOCHTITLAN,Preescolar,Benito Juárez,-99.176241,19.370346,128,102,128,SIIEWEB,Preescolar,0.05876951331496786,-4.7214,OK,0901400010806,014,0806,442,260,-4.7511,-4.7506,-4.7382,-4.712,-4.6703,-4.611,-4.8338,-4.7619,-4.6667,-4.5455,-4.7619,-182.0,-41.1765,-4.7094,Disminución,Diferencia entre SIIEWeb (128) y Estadística 911 (102); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800477,09DSN0069V,,,,HÉROES NAVALES MEXICANOS,Secundaria,Benito Juárez,-99.166985,19.359969,116,100,116,SIIEWEB,Secundaria,0.014674256799493992,-3.2668,OK,0901400010967,014,0967,217,151,-3.2258,-2.8571,-3.4314,-3.5533,-3.1579,-3.2609,-3.3708,-2.907,-3.5928,-3.1056,-3.2051,-66.0,-30.4147,-3.2428,Disminución,Diferencia entre SIIEWeb (116) y Estadística 911 (100); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800675,09DES0248Z,09DES4248Z,,,CALMECAC,Secundaria,Cuajimalpa de Morelos,-99.284689,19.369463,1545,1483,1545,SIIEWEB,Secundaria,0.17140004437541603,-0.9426,OK,090040001041A,004,041A,2365,2131,-0.9302,-0.939,-0.9479,-0.9569,-0.9223,-0.9309,-0.9396,-0.9485,-0.9576,-0.9669,-0.9298,-234.0,-9.8943,-0.9427,Disminución,Diferencia entre SIIEWeb (1545) y Estadística 911 (1483); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800676,09DES0289Z,09DES4289Z,,,ANTONIO CARRILLO FLORES,Secundaria,Cuajimalpa de Morelos,-99.317362,19.34808,887,970,970,911,Secundaria,0.10761038384734857,-0.9426,OK,0900400010227,004,0227,1485,1338,-0.9428,-0.9517,-0.9609,-0.9009,-0.979,-0.9181,-0.9266,-0.9353,-0.9441,-0.9531,-0.9623,-147.0,-9.899,-0.9431,Disminución,Diferencia entre SIIEWeb (887) y Estadística 911 (970); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800677,09DPR3103E,09DPR2990B,,,BELISARIO DOMÍNGUEZ,Primaria,Cuajimalpa de Morelos,-99.29195,19.365169,611,692,692,911,Primaria,0.0482869304305352,-0.8031,OK,0900400010072,004,0072,1186,1086,-0.7589,-0.8496,-0.7712,-0.7772,-0.8703,-0.7902,-0.7965,-0.8029,-0.8094,-0.816,-0.7313,-100.0,-8.4317,-0.7976,Disminución,Diferencia entre SIIEWeb (611) y Estadística 911 (692); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800678,09DPR2241Z,,,,BENITO JUÁREZ,Primaria,Cuajimalpa de Morelos,-99.329119,19.331423,576,587,587,911,Primaria,0.04096015630451469,-0.8031,OK,0900400200246,004,0246,1006,921,-0.7952,-0.8016,-0.8081,-0.8147,-0.7187,-0.8273,-0.8342,-0.8412,-0.7423,-0.8547,-0.7543,-85.0,-8.4493,-0.7993,Disminución,Diferencia entre SIIEWeb (576) y Estadística 911 (587); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800679,09DPR0144K,09DPR0043M,,,CARLOS MARIA BUSTAMANTE,Primaria,Cuajimalpa de Morelos,-99.288105,19.373194,787,853,853,911,Primaria,0.05952131742376666,-0.8031,OK,0900400010053,004,0053,1462,1338,-0.7524,-0.827,-0.8339,-0.7708,-0.7768,-0.8541,-0.7897,-0.7959,-0.8023,-0.8088,-0.8154,-124.0,-8.4815,-0.8025,Disminución,Diferencia entre SIIEWeb (787) y Estadística 911 (853); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800680,09DJN0329Z,,,,CARMEN GONZÁLEZ DE LA VEGA,Preescolar,Cuajimalpa de Morelos,-99.284844,19.36049,49,62,62,911,Preescolar,0.018112766579024248,-1.8922,OK,0900400010104,004,0104,141,114,-1.4184,-2.1583,-2.2059,-1.5038,-2.2901,-1.5625,-1.5873,-2.4194,-1.6529,-1.6807,-2.5641,-27.0,-19.1489,-1.9138,Disminución,Diferencia entre SIIEWeb (49) y Estadística 911 (62); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800681,09DML0005S,,,,"CENTRO DE ATENCIÓN MÚLTIPLE No. 100 ""CONFE""",Especial - CAM,Álvaro Obregón,-99.209872,19.398334,56,45,56,SIIEWEB,Especial,0.11244979919678715,4.1675,OK,0901000010031,010,0031,398,623,4.0201,4.3478,3.9352,4.2316,4.2735,4.0984,4.1339,4.3478,4.1667,4.0,4.1806,225.0,56.5327,4.1577,Crecimiento,Diferencia entre SIIEWeb (56) y Estadística 911 (45); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800682,09DML0031Q,,,,CENTRO DE ATENCIÓN MÚLTIPLE No. 23,Especial - CAM,Cuajimalpa de Morelos,-99.280361,19.370709,166,164,166,SIIEWEB,Especial,1.0,4.2024,OK,090040001041A,004,041A,1189,1870,4.2052,4.1969,4.1828,4.2379,4.2083,4.1752,4.205,4.2245,4.1742,4.2393,4.1783,681.0,57.275,4.2025,Crecimiento,Diferencia entre SIIEWeb (166) y Estadística 911 (164); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800683,09DJN0312Z,,,,COYOLXAUHQUI,Preescolar,Cuajimalpa de Morelos,-99.334492,19.307377,192,179,192,SIIEWEB,Preescolar,0.056091148115687994,-1.8922,OK,0900400200316,004,0316,437,354,-1.8307,-1.8648,-1.9002,-1.937,-1.9753,-1.7632,-1.7949,-2.0888,-1.8667,-1.9022,-1.9391,-83.0,-18.9931,-1.8967,Disminución,Diferencia entre SIIEWeb (192) y Estadística 911 (179); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800684,09DJN0766Z,,,,CUAUHXIMALPAN,Preescolar,Cuajimalpa de Morelos,-99.295654,19.351862,95,107,107,911,Preescolar,0.03125912941863862,-1.8922,OK,0900400010123,004,0123,244,198,-2.0492,-1.6736,-2.1277,-1.7391,-2.2124,-1.81,-1.8433,-1.8779,-1.9139,-1.9512,-1.4925,-46.0,-18.8525,-1.8812,Disminución,Diferencia entre SIIEWeb (95) y Estadística 911 (107); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800685,09DES0019F,09DES4019G,,,DOLORES ÁNGELA CASTILLO,Secundaria,Cuajimalpa de Morelos,-99.296878,19.357531,1836,1827,1836,SIIEWEB,Secundaria,0.2036831595296206,-0.9426,OK,0900400010299,004,0299,2811,2533,-0.9605,-0.9339,-0.9427,-0.9517,-0.9239,-0.9325,-0.9789,-0.9125,-0.9593,-0.9299,-0.9386,-278.0,-9.8897,-0.9422,Disminución,Diferencia entre SIIEWeb (1836) y Estadística 911 (1827); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800686,09DPR2976I,09DPR2950A,,,DR. CONRADO MENENDEZ MENA,Primaria,Cuajimalpa de Morelos,-99.255233,19.38254,219,249,249,911,Primaria,0.01737492149884865,-0.8031,OK,0900400010195,004,0195,427,391,-0.9368,-0.7092,-0.7143,-0.9592,-0.7264,-0.7317,-0.7371,-0.9901,-0.75,-0.7557,-0.7614,-36.0,-8.4309,-0.7975,Disminución,Diferencia entre SIIEWeb (219) y Estadística 911 (249); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800687,09DPR3105C,09DPR2997V,,,FERNANDO MONTES DE OCA,Primaria,Azcapotzalco,-99.151779,19.487708,733,829,829,911,Primaria,0.05784662619496197,-0.8031,OK,0900200010877,002,0877,1421,1301,-0.7741,-0.8511,-0.7868,-0.7931,-0.7994,-0.8059,-0.8124,-0.8191,-0.7508,-0.8321,-0.7628,-120.0,-8.4448,-0.7989,Disminución,Diferencia entre SIIEWeb (733) y Estadística 911 (829); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800688,09DJN0519R,,,,GABINO A. PALMA,Preescolar,Cuajimalpa de Morelos,-99.319662,19.352073,161,151,161,SIIEWEB,Preescolar,0.04703476482617587,-1.8922,OK,0900400010227,004,0227,367,297,-1.9074,-1.9444,-1.983,-1.7341,-2.0588,-1.8018,-1.8349,-1.8692,-1.9048,-1.9417,-1.9802,-70.0,-19.0736,-1.9055,Disminución,Diferencia entre SIIEWeb (161) y Estadística 911 (151); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800689,09DPR1791W,09DPR2658W,,,GRAL. SANTOS DEGOLLADO,Primaria,Cuajimalpa de Morelos,-99.326206,19.330779,489,515,515,911,Primaria,0.03593608261810062,-0.8031,OK,0900400200246,004,0246,883,808,-0.7928,-0.7991,-0.8055,-0.8121,-0.8187,-0.8255,-0.7134,-0.8383,-0.8454,-0.7308,-0.8589,-75.0,-8.4938,-0.8037,Disminución,Diferencia entre SIIEWeb (489) y Estadística 911 (515); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800690,09DPR5019U,,,,INVESTIGACION EDUCATIVA,Primaria,Cuajimalpa de Morelos,-99.2803,19.370781,288,296,296,911,Primaria,0.020654525155257834,-0.8031,OK,090040001041A,004,041A,507,464,-0.789,-0.7952,-0.8016,-0.8081,-0.8147,-0.616,-0.8264,-0.8333,-0.8403,-0.8475,-0.8547,-43.0,-8.4813,-0.8025,Disminución,Diferencia entre SIIEWeb (288) y Estadística 911 (296); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800691,09DPR1831G,09DPR0846B,,,JOSÉ ARTURO PICHARDO,Primaria,Cuajimalpa de Morelos,-99.300381,19.350026,681,731,731,911,Primaria,0.051008303677342826,-0.8031,OK,0900400010119,004,0119,1253,1147,-0.7981,-0.8045,-0.811,-0.8177,-0.742,-0.8306,-0.8375,-0.7601,-0.766,-0.8576,-0.7785,-106.0,-8.4597,-0.8003,Disminución,Diferencia entre SIIEWeb (681) y Estadística 911 (731); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800692,09DPR1827U,09DPR1828T,,,JOSÉ LUIS VIEYRA GONZÁLEZ,Primaria,Cuajimalpa de Morelos,-99.295899,19.353306,469,529,529,911,Primaria,0.03691298583490336,-0.8031,OK,0900400010123,004,0123,907,830,-0.7718,-0.8889,-0.7848,-0.791,-0.7973,-0.8037,-0.8102,-0.8168,-0.8235,-0.7117,-0.8363,-77.0,-8.4895,-0.8033,Disminución,Diferencia entre SIIEWeb (469) y Estadística 911 (529); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800693,09DJN0541T,,,,JOSÉ MARIA MORELOS Y PAVON,Preescolar,Cuajimalpa de Morelos,-99.288278,19.375365,155,171,171,911,Preescolar,0.04995617879053462,-1.8922,OK,090040001002A,004,002A,389,316,-1.7995,-1.8325,-1.8667,-1.9022,-1.9391,-1.9774,-1.7291,-2.0528,-1.7964,-1.8293,-1.8634,-73.0,-18.7661,-1.8717,Disminución,Diferencia entre SIIEWeb (155) y Estadística 911 (171); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800694,09DJN0367C,09DJN0261J,,,JOSÉ MARIA PINO SUAREZ,Preescolar,Cuajimalpa de Morelos,-99.297019,19.361011,291,335,335,911,Preescolar,0.09786736780601811,-1.8922,OK,0900400010299,004,0299,763,618,-1.9659,-1.8717,-1.9074,-1.8056,-1.9802,-1.8759,-1.9118,-1.7991,-1.9847,-1.8692,-1.9048,-145.0,-19.0039,-1.8978,Disminución,Diferencia entre SIIEWeb (291) y Estadística 911 (335); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800695,09DPR1819L,09DPR1481S,,,KALPILLI,Primaria,Cuajimalpa de Morelos,-99.297068,19.360448,828,899,899,911,Primaria,0.06273114227897565,-0.8031,OK,0900400010299,004,0299,1541,1410,-0.7787,-0.7848,-0.857,-0.7979,-0.8043,-0.8108,-0.7493,-0.8236,-0.8304,-0.7676,-0.8439,-131.0,-8.501,-0.8044,Disminución,Diferencia entre SIIEWeb (828) y Estadística 911 (899); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800696,09DPR5027C,,,,LEONA VICARIO,Primaria,Cuajimalpa de Morelos,-99.259466,19.388311,331,328,331,SIIEWEB,Primaria,0.023096783197264673,-0.8031,OK,0900400010180,004,0180,567,519,-0.7055,-0.8881,-0.7168,-0.722,-0.9091,-0.7339,-0.9242,-0.7463,-0.7519,-0.7576,-0.9542,-48.0,-8.4656,-0.8009,Disminución,Diferencia entre SIIEWeb (331) y Estadística 911 (328); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800697,09DJN0370Q,09DJN1196G,,,LIBANO,Preescolar,Cuajimalpa de Morelos,-99.301294,19.347594,154,193,193,911,Preescolar,0.05638328951212387,-1.8922,OK,0900400010119,004,0119,440,356,-2.0455,-1.8561,-1.8913,-1.9277,-1.7199,-2.0,-1.7857,-2.0779,-1.8568,-1.8919,-1.9284,-84.0,-19.0909,-1.9074,Disminución,Diferencia entre SIIEWeb (154) y Estadística 911 (193); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800698,09DPR1822Z,09DPR5151B,,,MAESTRO JUSTO SIERRA,Primaria,Cuajimalpa de Morelos,-99.334503,19.307329,821,894,894,911,Primaria,0.06238224827297467,-0.8031,OK,0900400200316,004,0316,1533,1402,-0.848,-0.7895,-0.7958,-0.8021,-0.8086,-0.8152,-0.7534,-0.8282,-0.8351,-0.7719,-0.8487,-131.0,-8.5453,-0.8088,Disminución,Diferencia entre SIIEWeb (821) y Estadística 911 (894); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800699,09DPR2229E,09DPR2230U,,,MAESTROS DE MÉXICO,Primaria,Cuajimalpa de Morelos,-99.282409,19.342443,621,630,630,911,Primaria,0.04396064475612309,-0.8031,OK,0900400010138,004,0138,1080,988,-0.8333,-0.747,-0.8467,-0.759,-0.8604,-0.7715,-0.7775,-0.7835,-0.8885,-0.7968,-0.8032,-92.0,-8.5185,-0.8061,Disminución,Diferencia entre SIIEWeb (621) y Estadística 911 (630); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800700,09DPR1119S,09DPR1123E,,,MANUEL ACUÑA,Primaria,Cuajimalpa de Morelos,-99.285266,19.3702,987,969,987,SIIEWEB,Primaria,0.06887167678459284,-0.8031,OK,090040001027A,004,027A,1692,1548,-0.8274,-0.7747,-0.7808,-0.8475,-0.7937,-0.8,-0.8065,-0.813,-0.7566,-0.8259,-0.8328,-144.0,-8.5106,-0.8054,Disminución,Diferencia entre SIIEWeb (987) y Estadística 911 (969); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800701,09DPR4515M,09DPR4250V,,,NIÑOS HEROES,Primaria,CUAJIMALPA DE MORELOS,-99.312464,19.345168,337,365,365,911,Primaria,0.025469262438071315,-0.8031,OK,,,,626,573,-0.7987,-0.8052,-0.8117,-0.8183,-0.8251,-0.8319,-0.8389,-0.6768,-0.8518,-0.8591,-0.6932,-53.0,-8.4665,-0.801,Disminución,Sin asociación a AGEB por coordenadas faltantes o fuera de polígono. Diferencia entre SIIEWeb (337) y Estadística 911 (365); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800702,09DES0337S,09DES4337T,,,SECUNDARIA FEDERAL,Secundaria,Cuajimalpa de Morelos,-99.282711,19.342806,677,673,677,SIIEWEB,Secundaria,0.07510539161304637,-0.9426,OK,0900400010138,004,0138,1036,934,-0.8687,-0.9737,-0.885,-0.9921,-0.9018,-1.0111,-0.9193,-0.9278,-0.9365,-0.9454,-0.9544,-102.0,-9.8456,-0.9378,Disminución,Diferencia entre SIIEWeb (677) y Estadística 911 (673); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800703,09DPR5039H,09DPR5119T,,,QUETZALCOATL,Primaria,Cuajimalpa de Morelos,-99.309449,19.353825,347,373,373,911,Primaria,0.026027492847672876,-0.8031,OK,0900400010091,004,0091,639,585,-0.7825,-0.7886,-0.7949,-0.8013,-0.8078,-0.8143,-0.821,-0.6623,-0.8333,-0.8403,-0.8475,-54.0,-8.4507,-0.7994,Disminución,Diferencia entre SIIEWeb (347) y Estadística 911 (373); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800704,09DPR0866P,09DPR1796R,09DBA0015N,09DBS0009B,RAMON MANTEROLA,Primaria,Cuajimalpa de Morelos,-99.298235,19.35678,952,995,995,911,Primaria,0.06942990719419441,-0.8031,OK,0900400010299,004,0299,1706,1561,-0.8206,-0.7683,-0.8338,-0.7808,-0.8475,-0.7937,-0.8,-0.8065,-0.813,-0.7566,-0.8259,-145.0,-8.4994,-0.8042,Disminución,Diferencia entre SIIEWeb (952) y Estadística 911 (995); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800705,09DPR0020B,,,,SITIO DE CUAUTLA,Primaria,Cuajimalpa de Morelos,-99.287054,19.355208,401,409,409,911,Primaria,0.02853952969087991,-0.8031,OK,0900400010212,004,0212,701,642,-0.7133,-0.8621,-0.7246,-0.8759,-0.7364,-0.8902,-0.7485,-0.905,-0.761,-0.7669,-0.7728,-59.0,-8.4165,-0.7961,Disminución,Diferencia entre SIIEWeb (401) y Estadística 911 (409); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800706,09DTV0141M,,,,TELESECUNDARIA 141,Secundaria,Cuajimalpa de Morelos,-99.330756,19.328297,117,105,117,SIIEWEB,Secundaria,0.012979809185711117,-0.9426,OK,0900400200246,004,0246,179,162,-1.1173,-0.565,-1.1364,-0.5747,-1.1561,-1.1696,-0.5917,-1.1905,-1.2048,-0.6098,-0.6135,-17.0,-9.4972,-0.9031,Disminución,Diferencia entre SIIEWeb (117) y Estadística 911 (105); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800707,09DTV0139Y,,,,TELESECUNDARIA 139,Secundaria,Cuajimalpa de Morelos,-99.259915,19.387087,125,133,133,911,Secundaria,0.014754825826492124,-0.9426,OK,0900400010180,004,0180,204,184,-0.9804,-0.9901,-1.0,-1.0101,-1.0204,-1.0309,-1.0417,-0.5263,-1.0582,-1.0695,-0.5405,-20.0,-9.8039,-0.9337,Disminución,Diferencia entre SIIEWeb (125) y Estadística 911 (133); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800708,09DPR1786K,09DPR2660K,,,VALERIO TRUJANO,Primaria,Cuajimalpa de Morelos,-99.316172,19.353682,785,821,821,911,Primaria,0.05728839578536041,-0.8031,OK,0900400010227,004,0227,1408,1288,-0.8523,-0.788,-0.7942,-0.8006,-0.807,-0.8136,-0.8203,-0.7519,-0.8333,-0.8403,-0.7704,-120.0,-8.5227,-0.8065,Disminución,Diferencia entre SIIEWeb (785) y Estadística 911 (821); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
