idinmueble,cct1,cct2,cct3,cct4,inmueble,principal,alcaldia,coord_x,coord_y,matricula_siieweb,matricula_911,matricula_base_2024_2025,fuente_matricula_base,nivel_proyeccion,participacion_grupo,tasa_ajustada_pct,estado_proyeccion,CVEGEO_AGEB,CVE_MUN,CVE_AGEB,mat_2024_2025,mat_2035_2036,crecimiento_2024_2025_a_2025_2026_pct,crecimiento_2025_2026_a_2026_2027_pct,crecimiento_2026_2027_a_2027_2028_pct,crecimiento_2027_2028_a_2028_2029_pct,crecimiento_2028_2029_a_2029_2030_pct,crecimiento_2029_2030_a_2030_2031_pct,crecimiento_2030_2031_a_2031_2032_pct,crecimiento_2031_2032_a_2032_2033_pct,crecimiento_2032_2033_a_2033_2034_pct,crecimiento_2033_2034_a_2034_2035_pct,crecimiento_2034_2035_a_2035_2036_pct,cambio_absoluto_2024_2025_a_2035_2036,crecimiento_acumulado_2024_2025_a_2035_2036_pct,tasa_media_anual_pct,tendencia_general,observaciones
800709,09DPR1779A,09DPR2988N,,,VICENTE GUERRERO,Primaria,Cuajimalpa de Morelos,-99.280269,19.342866,1057,1097,1097,911,Primaria,0.07654734491661433,-0.8031,OK,0900400010138,004,0138,1881,1721,-0.7974,-0.8039,-0.8104,-0.817,-0.8237,-0.7752,-0.7812,-0.8436,-0.7941,-0.8005,-0.8069,-160.0,-8.5061,-0.8049,Disminución,Diferencia entre SIIEWeb (1057) y Estadística 911 (1097); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800710,09DPR3202E,09DPR0036C,,,VINI CUBI,Primaria,Cuajimalpa de Morelos,-99.300323,19.347485,565,618,618,911,Primaria,0.04312329914172074,-0.8031,OK,0900400010119,004,0119,1060,970,-0.8491,-0.7612,-0.8629,-0.7737,-0.7797,-0.7859,-0.8911,-0.7992,-0.8056,-0.8122,-0.7165,-90.0,-8.4906,-0.8034,Disminución,Diferencia entre SIIEWeb (565) y Estadística 911 (618); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800711,09DPR1781P,09DPR1782O,,,XOCHIQUETZAL,Primaria,Cuajimalpa de Morelos,-99.291024,19.37003,584,631,631,911,Primaria,0.044030423557323284,-0.8031,OK,0900400010053,004,0053,1082,990,-0.8318,-0.8388,-0.7519,-0.8523,-0.7641,-0.77,-0.8729,-0.7828,-0.789,-0.7952,-0.8016,-92.0,-8.5028,-0.8046,Disminución,Diferencia entre SIIEWeb (584) y Estadística 911 (631); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800712,09DJN1276S,,,,ZENTLAPATL,Preescolar,Cuajimalpa de Morelos,-99.309341,19.353684,122,120,122,SIIEWEB,Preescolar,0.03564125036517674,-1.8922,OK,0900400010231,004,0231,278,225,-1.7986,-2.1978,-1.8727,-1.9084,-1.5564,-1.9763,-2.0161,-2.0576,-1.6807,-1.7094,-2.1739,-53.0,-19.0647,-1.9045,Disminución,Diferencia entre SIIEWeb (122) y Estadística 911 (120); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800713,09DJN0615U,09DJN1096H,,,10 DE ABRIL,Preescolar,Cuajimalpa de Morelos,-99.32556,19.32889,269,265,269,SIIEWEB,Preescolar,0.07858603564125037,-1.8922,OK,0900400200246,004,0246,613,497,-1.9576,-1.8303,-2.0339,-1.7301,-1.9366,-1.9749,-1.8315,-1.8657,-1.9011,-1.938,-1.7787,-116.0,-18.9233,-1.889,Disminución,Diferencia entre SIIEWeb (269) y Estadística 911 (265); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800714,09DES0211L,09DES4211M,,,ANTONIO CASTRO LEAL,Secundaria,Cuajimalpa de Morelos,-99.299727,19.347388,1642,1622,1642,SIIEWEB,Secundaria,0.1821610827601509,-0.9426,OK,0900400010119,004,0119,2514,2265,-0.9547,-0.9639,-0.9327,-0.9415,-0.9091,-0.9591,-0.9263,-0.9775,-0.9442,-0.9099,-0.962,-249.0,-9.9045,-0.9437,Disminución,Diferencia entre SIIEWeb (1642) y Estadística 911 (1622); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800715,09DJN0222H,,,,EDUCADORAS GENERACION 1950,Preescolar,Cuajimalpa de Morelos,-99.289463,19.367171,117,150,150,911,Preescolar,0.04382120946538125,-1.8922,OK,0900400010354,004,0354,342,277,-2.0468,-1.791,-1.8237,-2.1672,-1.5823,-1.9293,-1.9672,-2.0067,-1.7065,-2.0833,-1.773,-65.0,-19.0058,-1.8981,Disminución,Diferencia entre SIIEWeb (117) y Estadística 911 (150); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800716,09DST0048T,09DST0048T,,,ESCUELA SECUNDARIA TÉCNICA 48,Secundaria,Cuajimalpa de Morelos,-99.287349,19.375707,1406,1537,1537,911,Secundaria,0.1705125360550255,-0.9426,OK,090040001002A,004,002A,2353,2120,-0.935,-0.9438,-0.9528,-0.9182,-0.9709,-0.9358,-0.9447,-0.9537,-0.917,-0.9718,-0.9346,-233.0,-9.9023,-0.9435,Disminución,Diferencia entre SIIEWeb (1406) y Estadística 911 (1537); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800717,09DST0073S,,,,ESCUELA SECUNDARIA TÉCNICA 73,Secundaria,Cuajimalpa de Morelos,-99.325983,19.334565,456,557,557,911,Secundaria,0.061792766807188815,-0.9426,OK,0900400200246,004,0246,853,768,-0.9379,-0.9467,-0.9558,-0.965,-0.9744,-0.861,-0.9926,-1.0025,-0.8861,-0.894,-1.0309,-85.0,-9.9648,-0.9497,Disminución,Diferencia entre SIIEWeb (456) y Estadística 911 (557); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800718,09DJN1253H,,,,IN IXTLI IN YOLLOTL,Preescolar,Cuajimalpa de Morelos,-99.258762,19.387781,114,138,138,911,Preescolar,0.040315512708150744,-1.8922,OK,0900400010180,004,0180,314,255,-1.9108,-1.6234,-1.9802,-2.0202,-1.7182,-2.0979,-1.7857,-1.8182,-1.8519,-1.8868,-1.9231,-59.0,-18.7898,-1.8743,Disminución,Diferencia entre SIIEWeb (114) y Estadística 911 (138); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800719,09DJN0930J,,,,LUZ ALBA LORIA,Preescolar,CUAJIMALPA DE MORELOS,,,107,110,110,911,Preescolar,0.032135553607946246,-1.8922,OK,,,,250,203,-1.6,-2.0325,-1.6598,-2.1097,-1.7241,-2.193,-1.7937,-1.8265,-1.8605,-1.8957,-1.9324,-47.0,-18.8,-1.8754,Disminución,Sin asociación a AGEB por coordenadas faltantes o fuera de polígono. Coordenadas incompletas. Diferencia entre SIIEWeb (107) y Estadística 911 (110); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800720,09DJN0051E,,,,MANUEL EDUARDO DE GOROSTIZA,Preescolar,Cuajimalpa de Morelos,-99.25515,19.382254,90,94,94,911,Preescolar,0.027461291264972248,-1.8922,OK,0900400010195,004,0195,214,174,-1.8692,-1.9048,-1.9417,-1.9802,-1.5152,-2.0513,-2.0942,-1.6043,-2.1739,-1.6667,-1.6949,-40.0,-18.6916,-1.8635,Disminución,Diferencia entre SIIEWeb (90) y Estadística 911 (94); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800721,09DJN0424D,,,,NAVIDAD,Preescolar,Cuajimalpa de Morelos,-99.283518,19.376002,192,184,192,SIIEWEB,Preescolar,0.056091148115687994,-1.8922,OK,090040001002A,004,002A,437,354,-1.8307,-1.8648,-1.9002,-1.937,-1.9753,-1.7632,-1.7949,-2.0888,-1.8667,-1.9022,-1.9391,-83.0,-18.9931,-1.8967,Disminución,Diferencia entre SIIEWeb (192) y Estadística 911 (184); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800722,09DJN0421G,,,,NINOMACHTIA,Preescolar,Cuajimalpa de Morelos,-99.286844,19.355291,90,90,90,Iguales,Preescolar,0.026292725679228746,-1.8922,OK,0900400010212,004,0212,205,166,-1.9512,-1.99,-1.5228,-2.0619,-2.1053,-1.6129,-2.1858,-1.676,-1.7045,-2.3121,-1.7751,-39.0,-19.0244,-1.9001,Disminución,Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800723,09DJN0520G,09DJN1070Z,,,PORTUGAL,Preescolar,Cuajimalpa de Morelos,-99.28254,19.342101,331,356,356,911,Preescolar,0.10400233713117149,-1.8922,OK,0900400010138,004,0138,811,657,-1.9729,-1.8868,-1.7949,-1.9582,-1.8642,-1.8996,-1.9364,-1.8336,-1.8678,-1.9034,-1.9403,-154.0,-18.9889,-1.8962,Disminución,Diferencia entre SIIEWeb (331) y Estadística 911 (356); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800724,09DJN0758R,09DJN1198E,,,PROFR. ALFONSO SIERRA PARTIDA,Preescolar,Cuajimalpa de Morelos,-99.288309,19.36837,285,338,338,911,Preescolar,0.09874379199532574,-1.8922,OK,090040001034A,004,034A,770,624,-1.9481,-1.8543,-1.8893,-1.9257,-1.8233,-1.8571,-2.0378,-1.7831,-1.9667,-1.8519,-1.8868,-146.0,-18.961,-1.8931,Disminución,Diferencia entre SIIEWeb (285) y Estadística 911 (338); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800725,09DJN0512Y,,,,SATURNINO HERRAN,Preescolar,Cuajimalpa de Morelos,-99.293685,19.362037,171,200,200,911,Preescolar,0.05842827928717499,-1.8922,OK,0900400010299,004,0299,455,369,-1.7582,-2.0134,-1.8265,-1.8605,-1.8957,-1.9324,-1.9704,-1.7588,-1.7903,-2.0833,-1.8617,-86.0,-18.9011,-1.8865,Disminución,Diferencia entre SIIEWeb (171) y Estadística 911 (200); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800726,09DJN0916Q,,,,TIHUI,Preescolar,Cuajimalpa de Morelos,-99.312095,19.342498,122,143,143,911,Preescolar,0.04177621969033012,-1.8922,OK,0900400010231,004,0231,326,264,-1.8405,-1.875,-1.9108,-1.9481,-1.9868,-1.6892,-2.0619,-1.7544,-2.1429,-1.8248,-1.8587,-62.0,-19.0184,-1.8994,Disminución,Diferencia entre SIIEWeb (122) y Estadística 911 (143); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800727,09DES0023S,,,,MTRO. JUAN G. HOLGUÍN,Secundaria,Cuauhtémoc,-99.15764,19.427265,79,116,116,911,Secundaria,0.006899423065485041,-2.4639,OK,0901500010841,015,0841,140,107,-2.1429,-2.9197,-2.2556,-2.3077,-2.3622,-2.4194,-2.4793,-2.5424,-2.6087,-2.6786,-1.8349,-33.0,-23.5714,-2.4141,Disminución,Diferencia entre SIIEWeb (79) y Estadística 911 (116); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800728,09DES0032Z,09DSN0053U,,,JOSÉ MARÍA MORELOS Y PAVÓN,Secundaria,Cuauhtémoc,-99.171715,19.40717,266,269,269,911,Secundaria,0.01599952417771962,-2.4639,OK,0901500011341,015,1341,325,247,-2.4615,-2.5237,-2.2654,-2.649,-2.381,-2.439,-2.5,-2.5641,-2.2556,-2.6923,-2.3715,-78.0,-24.0,-2.464,Disminución,Diferencia entre SIIEWeb (266) y Estadística 911 (269); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800729,09DPR0907Z,,,,18 DE MARZO,Primaria,Cuauhtémoc,-99.141693,19.404131,114,113,114,SIIEWEB,Primaria,0.004256272401433692,-2.7552,OK,0901500011498,015,1498,140,103,-2.8571,-2.9412,-2.2727,-3.1008,-2.4,-3.2787,-2.5424,-2.6087,-2.6786,-2.7523,-2.8302,-37.0,-26.4286,-2.7516,Disminución,Diferencia entre SIIEWeb (114) y Estadística 911 (113); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800730,09DPR3131A,,,,21 DE MARZO,Primaria,Cuauhtémoc,-99.160942,19.405071,135,134,135,SIIEWEB,Primaria,0.005040322580645161,-2.7552,OK,0901500011464,015,1464,166,122,-3.012,-2.4845,-3.1847,-2.6316,-2.7027,-2.7778,-2.8571,-2.2059,-3.0075,-3.1008,-2.4,-44.0,-26.506,-2.7609,Disminución,Diferencia entre SIIEWeb (135) y Estadística 911 (134); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800731,09DPR2324I,,,,30 DE SEPTIEMBRE,Primaria,Cuauhtémoc,-99.132592,19.461804,242,248,248,911,Primaria,0.009259259259259259,-2.7552,OK,0901500010023,015,0023,304,224,-2.6316,-2.7027,-2.7778,-2.8571,-2.5735,-3.0189,-2.7237,-2.8,-2.4691,-2.9536,-2.6087,-80.0,-26.3158,-2.738,Disminución,Diferencia entre SIIEWeb (242) y Estadística 911 (248); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800732,09DPR2485V,,,,ABRAHAM CASTELLANOS,Primaria,Cuauhtémoc,-99.128913,19.440445,217,226,226,911,Primaria,0.008437873357228195,-2.7552,OK,0901500010659,015,0659,277,204,-2.5271,-2.963,-2.6718,-2.7451,-2.8226,-2.4896,-2.9787,-2.6316,-2.7027,-2.7778,-2.8571,-73.0,-26.3538,-2.7426,Disminución,Diferencia entre SIIEWeb (217) y Estadística 911 (226); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800733,09DES0082H,09DBA0219H,09DBS0050S,,ABRAHAM LINCOLN,Secundaria,Cuauhtémoc,-99.135021,19.419574,474,452,474,SIIEWEB,Secundaria,0.028192470112413014,-2.4639,OK,0901500011055,015,1055,573,435,-2.4433,-2.5045,-2.3853,-2.6316,-2.3166,-2.5692,-2.4341,-2.4948,-2.3454,-2.6201,-2.4664,-138.0,-24.0838,-2.4738,Disminución,Diferencia entre SIIEWeb (474) y Estadística 911 (452); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800734,09DES0011N,,,,ADRIANA GARCÍA CORRAL,Secundaria,Cuauhtémoc,-99.139676,19.438527,333,367,367,911,Secundaria,0.021828347112353538,-2.4639,OK,0901500010644,015,0644,443,337,-2.2573,-2.5404,-2.3697,-2.6699,-2.4938,-2.3018,-2.6178,-2.4194,-2.4793,-2.2599,-2.6012,-106.0,-23.9278,-2.4556,Disminución,Diferencia entre SIIEWeb (333) y Estadística 911 (367); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800735,09DPR2529B,,,,ALBERTO CORREA,Primaria,Cuauhtémoc,-99.165636,19.419198,341,352,352,911,Primaria,0.013142174432497013,-2.7552,OK,0901500011093,015,1093,432,318,-2.7778,-2.619,-2.934,-2.7708,-2.5907,-2.9255,-2.7397,-2.5352,-2.8902,-2.6786,-2.7523,-114.0,-26.3889,-2.7468,Disminución,Diferencia entre SIIEWeb (341) y Estadística 911 (352); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800736,09DPR3035Y,,,,ALFONSO CASO ANDRADE,Primaria,Cuauhtémoc,-99.16802,19.403915,124,135,135,911,Primaria,0.005040322580645161,-2.7552,OK,0901500011445,015,1445,166,122,-3.012,-2.4845,-3.1847,-2.6316,-2.7027,-2.7778,-2.8571,-2.2059,-3.0075,-3.1008,-2.4,-44.0,-26.506,-2.7609,Disminución,Diferencia entre SIIEWeb (124) y Estadística 911 (135); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800737,09DPR1117U,,,,ALFONSO HERRERA,Primaria,Cuauhtémoc,-99.172724,19.415265,115,109,115,SIIEWEB,Primaria,0.004293608124253286,-2.7552,OK,0901500011182,015,1182,141,104,-2.8369,-2.9197,-2.2556,-3.0769,-2.381,-3.252,-2.521,-2.5862,-2.6549,-2.7273,-2.8037,-37.0,-26.2411,-2.7291,Disminución,Diferencia entre SIIEWeb (115) y Estadística 911 (109); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800738,09DPR2482Y,09DPR2479K,,,ALFREDO E. URUCHURTU,Primaria,Cuauhtémoc,-99.125243,19.438438,151,169,169,911,Primaria,0.00630973715651135,-2.7552,OK,0901500010589,015,0589,207,153,-2.4155,-2.9703,-2.551,-2.6178,-3.2258,-2.7778,-2.2857,-2.924,-3.012,-2.4845,-2.5478,-54.0,-26.087,-2.7106,Disminución,Diferencia entre SIIEWeb (151) y Estadística 911 (169); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800739,09DJN0744O,09DJN0699S,,,AMADO NERVO,Preescolar,Cuauhtémoc,-99.144687,19.443859,168,178,178,911,Preescolar,0.030184839749024927,-4.6326,OK,090150001056A,015,056A,332,197,-4.5181,-4.7319,-4.6358,-4.5139,-4.7273,-4.5802,-4.8,-4.6218,-4.4053,-4.6083,-4.8309,-135.0,-40.6627,-4.634,Disminución,Diferencia entre SIIEWeb (168) y Estadística 911 (178); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800740,09DJN0768Y,,,,AMPARO SOLIS PAYAN,Preescolar,Cuauhtémoc,-99.15973,19.453552,67,69,69,911,Preescolar,0.011700864846532134,-4.6326,OK,0901500010470,015,0470,129,76,-4.6512,-4.878,-4.2735,-5.3571,-4.717,-3.9604,-5.1546,-4.3478,-4.5455,-4.7619,-5.0,-53.0,-41.0853,-4.696,Disminución,Diferencia entre SIIEWeb (67) y Estadística 911 (69); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800741,09DES0002F,09DES4002G,,,ANA MARÍA BERLANGA,Secundaria,Cuauhtémoc,-99.161568,19.445106,549,706,706,911,Secundaria,0.0419913162433831,-2.4639,OK,0901500010593,015,0593,853,648,-2.4619,-2.4038,-2.4631,-2.5253,-2.4611,-2.3904,-2.585,-2.3743,-2.432,-2.4927,-2.5564,-205.0,-24.0328,-2.4678,Disminución,Diferencia entre SIIEWeb (549) y Estadística 911 (706); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800742,09DPR2509O,,,,ANDRES BELLO,Primaria,Cuauhtémoc,-99.15435,19.447087,407,410,410,911,Primaria,0.015307646356033452,-2.7552,OK,0901500010485,015,0485,503,370,-2.7833,-2.6585,-2.7311,-2.8078,-2.6667,-2.7397,-2.8169,-2.8986,-2.7363,-2.5575,-2.8871,-133.0,-26.4414,-2.7531,Disminución,Diferencia entre SIIEWeb (407) y Estadística 911 (410); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800743,09DJN0742Q,,,,ANEXO CENTRO ESCOLAR REVOLUCION,Preescolar,Cuauhtémoc,-99.147558,19.426753,95,99,99,911,Preescolar,0.016788197388502627,-4.6326,OK,0901500010860,015,0860,185,110,-4.8649,-4.5455,-4.7619,-4.375,-4.5752,-4.7945,-4.3165,-5.2632,-3.9683,-4.9587,-4.3478,-75.0,-40.5405,-4.6162,Disminución,Diferencia entre SIIEWeb (95) y Estadística 911 (99); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800744,09DES0106A,09DES4106B,,,ANTONIO BALLESTEROS USANO,Secundaria,Cuauhtémoc,-99.132331,19.452899,342,374,374,911,Secundaria,0.022244691607684528,-2.4639,OK,0901500010324,015,0324,452,344,-2.4336,-2.4943,-2.5581,-2.3866,-2.445,-2.5063,-2.3136,-2.6316,-2.4324,-2.4931,-2.2727,-108.0,-23.8938,-2.4516,Disminución,Diferencia entre SIIEWeb (342) y Estadística 911 (374); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800745,09DJN0479G,,,,ANTONIO VANEGAS ARROYO,Preescolar,Cuauhtémoc,-99.12652,19.442856,201,228,228,911,Preescolar,0.03866372731897575,-4.6326,OK,0901500010589,015,0589,425,252,-4.7059,-4.4444,-4.6512,-4.607,-4.8295,-4.4776,-4.6875,-4.5902,-4.811,-4.3321,-4.9057,-173.0,-40.7059,-4.6403,Disminución,Diferencia entre SIIEWeb (201) y Estadística 911 (228); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800746,09DES0333W,,,,MANUEL MARIO CERNA CASTELAZO,Secundaria,Cuauhtémoc,-99.183554,19.408406,255,268,268,911,Secundaria,0.01594004639267234,-2.4639,OK,0901500011411,015,1411,324,246,-2.4691,-2.5316,-2.2727,-2.6578,-2.3891,-2.4476,-2.509,-2.5735,-2.2642,-2.7027,-2.381,-78.0,-24.0741,-2.4727,Disminución,Diferencia entre SIIEWeb (255) y Estadística 911 (268); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800747,09DPR2501W,,,,AUGUSTO CESAR SANDINO,Primaria,Cuauhtémoc,-99.160903,19.45617,97,109,109,911,Primaria,0.0040695937873357225,-2.7552,OK,090150001017A,015,017A,134,98,-2.9851,-2.3077,-3.1496,-2.439,-3.3333,-2.5862,-2.6549,-2.7273,-2.8037,-2.8846,-2.9703,-36.0,-26.8657,-2.8042,Disminución,Diferencia entre SIIEWeb (97) y Estadística 911 (109); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800748,09DJN0377J,,,,BATALLON DE SAN BLAS,Preescolar,Cuauhtémoc,-99.138923,19.452702,82,79,82,SIIEWEB,Preescolar,0.01390537561471935,-4.6326,OK,0901500010428,015,0428,153,91,-4.5752,-4.7945,-4.3165,-5.2632,-3.9683,-4.9587,-4.3478,-4.5455,-4.7619,-5.0,-4.2105,-62.0,-40.5229,-4.6136,Disminución,Diferencia entre SIIEWeb (82) y Estadística 911 (79); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800749,09DJN0729W,09DJN0712W,,,BENITO JUÁREZ,Preescolar,Cuauhtémoc,-99.159496,19.408948,180,217,217,911,Preescolar,0.03679837205358657,-4.6326,OK,090150001138A,015,138A,405,240,-4.6914,-4.6632,-4.6196,-4.5584,-4.7761,-4.7022,-4.6053,-4.4828,-4.6931,-4.5455,-4.7619,-165.0,-40.7407,-4.6454,Disminución,Diferencia entre SIIEWeb (180) y Estadística 911 (217); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800750,09DPR1335H,,,,BENITO JUÁREZ,Primaria,Cuauhtémoc,-99.159356,19.409812,837,837,837,Iguales,Primaria,0.03125,-2.7552,OK,090150001138A,015,138A,1027,756,-2.7264,-2.7027,-2.7778,-2.7513,-2.8292,-2.6876,-2.7618,-2.7219,-2.7981,-2.7534,-2.7027,-271.0,-26.3875,-2.7466,Disminución,Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800751,09DPR1675F,09DPR1557R,09DBN0045L,,BENITO JUÁREZ,Primaria,Cuauhtémoc,-99.159834,19.409879,1113,1195,1195,911,Primaria,0.044616188769414575,-2.7552,OK,090150001138A,015,138A,1467,1079,-2.7267,-2.8031,-2.7397,-2.7428,-2.7439,-2.8213,-2.7419,-2.7363,-2.728,-2.8046,-2.7051,-388.0,-26.4485,-2.754,Disminución,Diferencia entre SIIEWeb (1113) y Estadística 911 (1195); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800752,09DJN0705M,,,,BERTHA DOMÍNGUEZ,Preescolar,Cuauhtémoc,-99.129791,19.443527,123,145,145,911,Preescolar,0.024588773952857385,-4.6326,OK,0901500010343,015,0343,270,160,-4.4444,-4.6512,-4.4715,-4.6809,-4.9107,-4.6948,-4.4335,-4.6392,-4.8649,-4.5455,-4.7619,-110.0,-40.7407,-4.6454,Disminución,Diferencia entre SIIEWeb (123) y Estadística 911 (145); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800753,09DES0001G,,,,CÉSAR A. RUIZ,Secundaria,Cuauhtémoc,-99.131857,19.427199,801,818,818,911,Secundaria,0.048652828168678997,-2.4639,OK,0901500010907,015,0907,989,751,-2.5278,-2.4896,-2.4468,-2.3991,-2.4581,-2.52,-2.4677,-2.4096,-2.4691,-2.5316,-2.4675,-238.0,-24.0647,-2.4716,Disminución,Diferencia entre SIIEWeb (801) y Estadística 911 (818); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800754,09DJN0746M,,,,CADETES DE LA NAVAL,Preescolar,Cuauhtémoc,-99.145358,19.427386,126,140,140,911,Preescolar,0.023740885195862302,-4.6326,OK,0901500010875,015,0875,261,155,-4.5977,-4.8193,-4.6414,-4.4248,-4.6296,-4.8544,-4.5918,-4.2781,-5.0279,-4.7059,-4.321,-106.0,-40.613,-4.6268,Disminución,Diferencia entre SIIEWeb (126) y Estadística 911 (140); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
800755,09DPR2541X,,,,CAPITAN EMILIO CARRANZA,Primaria,Cuauhtémoc,-99.160014,19.419535,148,146,148,SIIEWEB,Primaria,0.005525686977299881,-2.7552,OK,0901500011002,015,1002,182,134,-2.7473,-2.8249,-2.907,-2.3952,-3.0675,-2.5316,-3.2468,-2.6846,-2.7586,-2.8369,-2.1898,-48.0,-26.3736,-2.745,Disminución,Diferencia entre SIIEWeb (148) y Estadística 911 (146); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
